"Subject" "Activity_Label" "Variable" "Mean_of_Variable"
19 "SITTING" "fBodyAcc-mean()-X" -0.587050355097528
21 "SITTING" "fBodyAcc-mean()-X" -0.693486097144118
22 "SITTING" "fBodyAcc-mean()-X" -0.672665603776768
22 "STANDING" "fBodyAcc-mean()-X" -0.469793729799187
23 "STANDING" "fBodyAcc-mean()-X" -0.599080886430645
25 "STANDING" "fBodyAcc-mean()-X" -0.748416509682152
26 "STANDING" "fBodyAcc-mean()-X" -0.65109030186199
27 "STANDING" "fBodyAcc-mean()-X" -0.990202906025641
27 "LAYING" "fBodyAcc-mean()-X" -0.600641532119463
28 "LAYING" "fBodyAcc-mean()-X" -0.654156519193717
29 "LAYING" "fBodyAcc-mean()-X" -0.579901000186134
30 "LAYING" "fBodyAcc-mean()-X" -0.635650125322193
2 "WALKING" "fBodyAcc-mean()-X" -0.57377091142947
4 "WALKING" "fBodyAcc-mean()-X" -0.698994344226804
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.518103409715447
9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.579258404408681
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-X" -0.975310696833333
10 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.418694276739316
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-X" -0.637131722208064
12 "SITTING" "fBodyAcc-mean()-X" -0.498119157841045
13 "SITTING" "fBodyAcc-mean()-X" -0.638817912651682
18 "SITTING" "fBodyAcc-mean()-X" -0.990052909
18 "STANDING" "fBodyAcc-mean()-X" -0.689453051047904
20 "STANDING" "fBodyAcc-mean()-X" -0.645734537631313
20 "LAYING" "fBodyAcc-mean()-X" -0.57063792171218
24 "LAYING" "fBodyAcc-mean()-X" -0.707613779580052
1 "WALKING" "fBodyAcc-mean()-Y" -0.406435448904438
3 "WALKING" "fBodyAcc-mean()-Y" -0.501779938505279
5 "WALKING" "fBodyAcc-mean()-Y" -0.440232431795033
6 "WALKING" "fBodyAcc-mean()-Y" -0.578355099619068
6 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" 0.102003878820225
7 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.563547785174026
8 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.374944236206406
11 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.531455265662532
14 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.957021698227848
14 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.292774738243033
15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.507735205778384
16 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.671572147098798
17 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.973701284375
17 "SITTING" "fBodyAcc-mean()-Y" -0.545947390043031
19 "SITTING" "fBodyAcc-mean()-Y" -0.521888076609778
21 "SITTING" "fBodyAcc-mean()-Y" -0.59377821414902
22 "SITTING" "fBodyAcc-mean()-Y" -0.606166993241414
22 "STANDING" "fBodyAcc-mean()-Y" -0.350425993027642
23 "STANDING" "fBodyAcc-mean()-Y" -0.548483208943548
25 "STANDING" "fBodyAcc-mean()-Y" -0.600027697242054
26 "STANDING" "fBodyAcc-mean()-Y" -0.610425833240306
27 "STANDING" "fBodyAcc-mean()-Y" -0.975155754871795
27 "LAYING" "fBodyAcc-mean()-Y" -0.553874359468121
28 "LAYING" "fBodyAcc-mean()-Y" -0.584932500113874
29 "LAYING" "fBodyAcc-mean()-Y" -0.587686308146221
30 "LAYING" "fBodyAcc-mean()-Y" -0.55849001001906
2 "WALKING" "fBodyAcc-mean()-Y" -0.432566581302351
4 "WALKING" "fBodyAcc-mean()-Y" -0.610966605674742
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.391561268041463
9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.610267804090278
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Y" -0.940255585
10 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.380394009936325
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Y" -0.617370170090323
12 "SITTING" "fBodyAcc-mean()-Y" -0.392694131024627
13 "SITTING" "fBodyAcc-mean()-Y" -0.493467193137125
18 "SITTING" "fBodyAcc-mean()-Y" -0.949811015333333
18 "STANDING" "fBodyAcc-mean()-Y" -0.637957449640719
20 "STANDING" "fBodyAcc-mean()-Y" -0.506320391156566
20 "LAYING" "fBodyAcc-mean()-Y" -0.324959680379103
24 "LAYING" "fBodyAcc-mean()-Y" -0.611509042586877
1 "WALKING" "fBodyAcc-mean()-Z" -0.596411165253602
3 "WALKING" "fBodyAcc-mean()-Z" -0.699656828592375
5 "WALKING" "fBodyAcc-mean()-Z" -0.696171811490066
6 "WALKING" "fBodyAcc-mean()-Z" -0.814738365169491
6 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.336322224157303
7 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.531005941495552
8 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.550979388719929
11 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.750026145791139
14 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.959720590506329
14 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.272591149659836
15 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.741745724698171
16 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.660989948160437
17 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.982664512083333
17 "SITTING" "fBodyAcc-mean()-Z" -0.67938986181875
19 "SITTING" "fBodyAcc-mean()-Z" -0.647026298284028
21 "SITTING" "fBodyAcc-mean()-Z" -0.707713799021814
22 "SITTING" "fBodyAcc-mean()-Z" -0.750810842838384
22 "STANDING" "fBodyAcc-mean()-Z" -0.58511773696748
23 "STANDING" "fBodyAcc-mean()-Z" -0.49021281618414
25 "STANDING" "fBodyAcc-mean()-Z" -0.738509947579462
26 "STANDING" "fBodyAcc-mean()-Z" -0.724046087155612
27 "STANDING" "fBodyAcc-mean()-Z" -0.978848418461538
27 "LAYING" "fBodyAcc-mean()-Z" -0.646548247644295
28 "LAYING" "fBodyAcc-mean()-Z" -0.715134474431937
29 "LAYING" "fBodyAcc-mean()-Z" -0.680547675465116
30 "LAYING" "fBodyAcc-mean()-Z" -0.634958546900783
2 "WALKING" "fBodyAcc-mean()-Z" -0.630081222124834
4 "WALKING" "fBodyAcc-mean()-Z" -0.784964119020618
4 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.708346275365854
9 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.592119122804271
10 "WALKING_UPSTAIRS" "fBodyAcc-mean()-Z" -0.976061050166667
10 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.572754894505128
12 "WALKING_DOWNSTAIRS" "fBodyAcc-mean()-Z" -0.705415178817204
12 "SITTING" "fBodyAcc-mean()-Z" -0.75610207
13 "SITTING" "fBodyAcc-mean()-Z" -0.629736258731804
18 "SITTING" "fBodyAcc-mean()-Z" -0.972738081666667
18 "STANDING" "fBodyAcc-mean()-Z" -0.742231387634731
20 "STANDING" "fBodyAcc-mean()-Z" -0.659532033916162
20 "LAYING" "fBodyAcc-mean()-Z" -0.67195587225
24 "LAYING" "fBodyAcc-mean()-Z" -0.65585899482231
1 "WALKING" "fBodyAcc-std()-X" -0.553060616663401
3 "WALKING" "fBodyAcc-std()-X" -0.623805015199413
5 "WALKING" "fBodyAcc-std()-X" -0.492829885748675
6 "WALKING" "fBodyAcc-std()-X" -0.649772161629703
6 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.127245614919101
7 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.572347541484091
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.585343460535587
11 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.579491754749367
14 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.974837439746836
14 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.491090578268647
15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.547150855443902
16 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.656969045058415
17 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.992433994583333
17 "SITTING" "fBodyAcc-std()-X" -0.533671600249375
19 "SITTING" "fBodyAcc-std()-X" -0.5708979748225
21 "SITTING" "fBodyAcc-std()-X" -0.665349663426471
22 "SITTING" "fBodyAcc-std()-X" -0.617357217010101
22 "STANDING" "fBodyAcc-std()-X" -0.386658942001626
23 "STANDING" "fBodyAcc-std()-X" -0.633839114436559
25 "STANDING" "fBodyAcc-std()-X" -0.705223686579951
26 "STANDING" "fBodyAcc-std()-X" -0.61349959767602
27 "STANDING" "fBodyAcc-std()-X" -0.990398788205128
27 "LAYING" "fBodyAcc-std()-X" -0.566781295338926
28 "LAYING" "fBodyAcc-std()-X" -0.647807192984293
29 "LAYING" "fBodyAcc-std()-X" -0.5727879490375
30 "LAYING" "fBodyAcc-std()-X" -0.609238911508407
2 "WALKING" "fBodyAcc-std()-X" -0.619788102803311
4 "WALKING" "fBodyAcc-std()-X" -0.679316495457474
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.468588371045528
9 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.547995744907986
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-X" -0.978249844833333
10 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.429098457335897
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-X" -0.639348459586021
12 "SITTING" "fBodyAcc-std()-X" -0.514152324191791
13 "SITTING" "fBodyAcc-std()-X" -0.620602036452599
18 "SITTING" "fBodyAcc-std()-X" -0.992469808333333
18 "STANDING" "fBodyAcc-std()-X" -0.660489537904192
20 "STANDING" "fBodyAcc-std()-X" -0.654036248306667
20 "LAYING" "fBodyAcc-std()-X" -0.538561223491667
24 "LAYING" "fBodyAcc-std()-X" -0.664356691751496
1 "WALKING" "fBodyAcc-std()-Y" -0.39015093964706
3 "WALKING" "fBodyAcc-std()-Y" -0.502753639795894
5 "WALKING" "fBodyAcc-std()-Y" -0.422162171100331
6 "WALKING" "fBodyAcc-std()-Y" -0.568609162121059
6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.0592301040449438
7 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.567046977262987
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.378656458967972
11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.502570240243355
14 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.941020529113924
14 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.194161740892213
15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.501568435233384
16 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.661844530506831
17 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.962714830416667
17 "SITTING" "fBodyAcc-std()-Y" -0.519062339910625
19 "SITTING" "fBodyAcc-std()-Y" -0.530901585022361
21 "SITTING" "fBodyAcc-std()-Y" -0.578748586831863
22 "SITTING" "fBodyAcc-std()-Y" -0.613102962343434
22 "STANDING" "fBodyAcc-std()-Y" -0.358594356956098
23 "STANDING" "fBodyAcc-std()-Y" -0.554471679592177
25 "STANDING" "fBodyAcc-std()-Y" -0.529064652290954
26 "STANDING" "fBodyAcc-std()-Y" -0.600274809826276
27 "STANDING" "fBodyAcc-std()-Y" -0.971690637564103
27 "LAYING" "fBodyAcc-std()-Y" -0.565176644248322
28 "LAYING" "fBodyAcc-std()-Y" -0.595110472615916
29 "LAYING" "fBodyAcc-std()-Y" -0.630978844851831
30 "LAYING" "fBodyAcc-std()-Y" -0.531321491840992
2 "WALKING" "fBodyAcc-std()-Y" -0.464723862913245
4 "WALKING" "fBodyAcc-std()-Y" -0.60587907902268
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.422334649479756
9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.586766083232639
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.928300078783333
10 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.430554427691538
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.63100314140914
12 "SITTING" "fBodyAcc-std()-Y" -0.444910001659702
13 "SITTING" "fBodyAcc-std()-Y" -0.462584458627829
18 "SITTING" "fBodyAcc-std()-Y" -0.937087901
18 "STANDING" "fBodyAcc-std()-Y" -0.605510423961078
20 "STANDING" "fBodyAcc-std()-Y" -0.466298670467677
20 "LAYING" "fBodyAcc-std()-Y" -0.273948137371154
24 "LAYING" "fBodyAcc-std()-Y" -0.594676790059055
1 "WALKING" "fBodyAcc-std()-Z" -0.498583091676081
3 "WALKING" "fBodyAcc-std()-Z" -0.657443765803519
5 "WALKING" "fBodyAcc-std()-Z" -0.649351210748344
6 "WALKING" "fBodyAcc-std()-Z" -0.793153623220339
6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.432409407539326
7 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.460792123277305
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.513206312959075
11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.652095671108544
14 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.939615462658228
14 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.0598352898007787
15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.711431340356707
16 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.605646725307104
17 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.974056181875
17 "SITTING" "fBodyAcc-std()-Z" -0.609007944529688
19 "SITTING" "fBodyAcc-std()-Z" -0.680291382637222
21 "SITTING" "fBodyAcc-std()-Z" -0.675588192778676
22 "SITTING" "fBodyAcc-std()-Z" -0.724294244810606
22 "STANDING" "fBodyAcc-std()-Z" -0.57089997098374
23 "STANDING" "fBodyAcc-std()-Z" -0.474767543716048
25 "STANDING" "fBodyAcc-std()-Z" -0.630224637674572
26 "STANDING" "fBodyAcc-std()-Z" -0.718490475765306
27 "STANDING" "fBodyAcc-std()-Z" -0.967165568461538
27 "LAYING" "fBodyAcc-std()-Z" -0.620141790812081
28 "LAYING" "fBodyAcc-std()-Z" -0.695767279528796
29 "LAYING" "fBodyAcc-std()-Z" -0.602550925183721
30 "LAYING" "fBodyAcc-std()-Z" -0.506570361273995
2 "WALKING" "fBodyAcc-std()-Z" -0.600678614835099
4 "WALKING" "fBodyAcc-std()-Z" -0.739920171907216
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.659623483821138
9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.501074006965903
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.971528370666667
10 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.537241875010256
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.696665096612903
12 "SITTING" "fBodyAcc-std()-Z" -0.728469606492537
13 "SITTING" "fBodyAcc-std()-Z" -0.599036895271407
18 "SITTING" "fBodyAcc-std()-Z" -0.943508302333333
18 "STANDING" "fBodyAcc-std()-Z" -0.672541676278443
20 "STANDING" "fBodyAcc-std()-Z" -0.644857545959596
20 "LAYING" "fBodyAcc-std()-Z" -0.65088931224359
24 "LAYING" "fBodyAcc-std()-Z" -0.655360521446194
1 "WALKING" "fBodyAcc-meanFreq()-X" -0.180558714010749
3 "WALKING" "fBodyAcc-meanFreq()-X" -0.192817340495308
5 "WALKING" "fBodyAcc-meanFreq()-X" -0.226370689942053
6 "WALKING" "fBodyAcc-meanFreq()-X" -0.139166303662712
6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.330407854494382
7 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.311790512382468
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.216022261686477
11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.224360420717722
14 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.227493608175949
14 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.34885362172541
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.218637119967988
16 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.238570460241803
17 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.02778538428125
17 "SITTING" "fBodyAcc-meanFreq()-X" -0.256068433214375
19 "SITTING" "fBodyAcc-meanFreq()-X" -0.212433282953944
21 "SITTING" "fBodyAcc-meanFreq()-X" -0.230976168156039
22 "SITTING" "fBodyAcc-meanFreq()-X" -0.131892357275758
22 "STANDING" "fBodyAcc-meanFreq()-X" -0.260134797944057
23 "STANDING" "fBodyAcc-meanFreq()-X" -0.20872442068086
25 "STANDING" "fBodyAcc-meanFreq()-X" -0.306657190525183
26 "STANDING" "fBodyAcc-meanFreq()-X" -0.222545825808673
27 "STANDING" "fBodyAcc-meanFreq()-X" 0.00478001959230769
27 "LAYING" "fBodyAcc-meanFreq()-X" -0.216131719939933
28 "LAYING" "fBodyAcc-meanFreq()-X" -0.217894722988743
29 "LAYING" "fBodyAcc-meanFreq()-X" -0.165350787567733
30 "LAYING" "fBodyAcc-meanFreq()-X" -0.302775397984856
2 "WALKING" "fBodyAcc-meanFreq()-X" -0.106763418901788
4 "WALKING" "fBodyAcc-meanFreq()-X" -0.15574790130299
4 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.229896701265041
9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" -0.291349229752569
10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-X" 0.00798704466166667
10 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.198237467184402
12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-X" -0.180325464786559
12 "SITTING" "fBodyAcc-meanFreq()-X" -0.188475319269179
13 "SITTING" "fBodyAcc-meanFreq()-X" -0.222056646711315
18 "SITTING" "fBodyAcc-meanFreq()-X" -0.0377801750666667
18 "STANDING" "fBodyAcc-meanFreq()-X" -0.225782780243931
20 "STANDING" "fBodyAcc-meanFreq()-X" -0.192436788947475
20 "LAYING" "fBodyAcc-meanFreq()-X" -0.273541700883974
24 "LAYING" "fBodyAcc-meanFreq()-X" -0.263352298517585
1 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0576291646962536
3 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0389282523284457
5 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0748636861897351
6 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0503880064949576
6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0818782474368539
7 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0300713296399351
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0263297524124555
11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0318551463759494
14 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.117621832434177
14 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.164564952463934
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0505085375937378
16 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0276434719766667
17 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.0700889126375
17 "SITTING" "fBodyAcc-meanFreq()-Y" -0.00441841828840625
19 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0703873634217222
21 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0412761403403333
22 "SITTING" "fBodyAcc-meanFreq()-Y" 0.0276203708297475
22 "STANDING" "fBodyAcc-meanFreq()-Y" 0.0526188638219512
23 "STANDING" "fBodyAcc-meanFreq()-Y" 0.0297877248998253
25 "STANDING" "fBodyAcc-meanFreq()-Y" -0.108650116189389
26 "STANDING" "fBodyAcc-meanFreq()-Y" 0.0360382137913265
27 "STANDING" "fBodyAcc-meanFreq()-Y" 0.134732177860513
27 "LAYING" "fBodyAcc-meanFreq()-Y" 0.0858186568151678
28 "LAYING" "fBodyAcc-meanFreq()-Y" -0.0652270030997382
29 "LAYING" "fBodyAcc-meanFreq()-Y" 0.128076957523023
30 "LAYING" "fBodyAcc-meanFreq()-Y" -0.0844208556775196
2 "WALKING" "fBodyAcc-meanFreq()-Y" 0.105734176023146
4 "WALKING" "fBodyAcc-meanFreq()-Y" 0.0520271215242268
4 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" 0.136415181912195
9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" -0.0879003298041667
10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Y" 0.11787740315
10 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.088899044042735
12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Y" 0.00270278789193548
12 "SITTING" "fBodyAcc-meanFreq()-Y" 0.102421127053731
13 "SITTING" "fBodyAcc-meanFreq()-Y" -0.0348311463927523
18 "SITTING" "fBodyAcc-meanFreq()-Y" -0.0957290482
18 "STANDING" "fBodyAcc-meanFreq()-Y" 0.0240758218553892
20 "STANDING" "fBodyAcc-meanFreq()-Y" -0.0522809912542424
20 "LAYING" "fBodyAcc-meanFreq()-Y" 0.040394045223718
24 "LAYING" "fBodyAcc-meanFreq()-Y" -0.0176079240963255
1 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0583692776609798
3 "WALKING" "fBodyAcc-meanFreq()-Z" 0.00447261449052786
5 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0062663175707947
6 "WALKING" "fBodyAcc-meanFreq()-Z" 0.0484582531687712
6 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" 0.284312710910112
7 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0146620852844481
8 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0913951982033452
11 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0502783009075316
14 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0066894787
14 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" -0.140595245544672
15 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0424519595017988
16 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0278234635724863
17 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.162404006166667
17 "SITTING" "fBodyAcc-meanFreq()-Z" -0.015670789182375
19 "SITTING" "fBodyAcc-meanFreq()-Z" 0.160383893888278
21 "SITTING" "fBodyAcc-meanFreq()-Z" 0.0495520452825172
22 "SITTING" "fBodyAcc-meanFreq()-Z" 0.074279722880303
22 "STANDING" "fBodyAcc-meanFreq()-Z" 0.0908512663406504
23 "STANDING" "fBodyAcc-meanFreq()-Z" 0.0899843792518548
25 "STANDING" "fBodyAcc-meanFreq()-Z" -0.0744502098628851
26 "STANDING" "fBodyAcc-meanFreq()-Z" 0.142429401875406
27 "STANDING" "fBodyAcc-meanFreq()-Z" 0.152116918871795
27 "LAYING" "fBodyAcc-meanFreq()-Z" 0.128265826486913
28 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0189878861753927
29 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0886270605992151
30 "LAYING" "fBodyAcc-meanFreq()-Z" -0.0415480598651175
2 "WALKING" "fBodyAcc-meanFreq()-Z" 0.087210586428
4 "WALKING" "fBodyAcc-meanFreq()-Z" -0.0138445406976804
4 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0204555236743252
9 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" -0.0304334227664236
10 "WALKING_UPSTAIRS" "fBodyAcc-meanFreq()-Z" 0.24323874364
10 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.126955803301549
12 "WALKING_DOWNSTAIRS" "fBodyAcc-meanFreq()-Z" 0.0802747388301075
12 "SITTING" "fBodyAcc-meanFreq()-Z" 0.0531374202022388
13 "SITTING" "fBodyAcc-meanFreq()-Z" 0.0487260271941896
18 "SITTING" "fBodyAcc-meanFreq()-Z" -0.109919200726667
18 "STANDING" "fBodyAcc-meanFreq()-Z" 0.0124661629920389
20 "STANDING" "fBodyAcc-meanFreq()-Z" 0.0634081553843434
20 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0964331545981603
24 "LAYING" "fBodyAcc-meanFreq()-Z" 0.0812580797481102
1 "WALKING" "fBodyAccJerk-mean()-X" -0.547348892435764
3 "WALKING" "fBodyAccJerk-mean()-X" -0.645893496630499
5 "WALKING" "fBodyAccJerk-mean()-X" -0.604769869438742
6 "WALKING" "fBodyAccJerk-mean()-X" -0.677779817705085
6 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.2089562025
7 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.637521940243831
8 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.59163500910605
11 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.676672987166456
14 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.985349748734177
14 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.547228392966803
15 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.643469519361585
16 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.744662041612022
17 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.993660824583333
17 "SITTING" "fBodyAccJerk-mean()-X" -0.675134742364062
19 "SITTING" "fBodyAccJerk-mean()-X" -0.593157169174611
21 "SITTING" "fBodyAccJerk-mean()-X" -0.71641413145049
22 "SITTING" "fBodyAccJerk-mean()-X" -0.680088110645454
22 "STANDING" "fBodyAccJerk-mean()-X" -0.482177496374797
23 "STANDING" "fBodyAccJerk-mean()-X" -0.617521836605645
25 "STANDING" "fBodyAccJerk-mean()-X" -0.804144642836186
26 "STANDING" "fBodyAccJerk-mean()-X" -0.699413168295663
27 "STANDING" "fBodyAccJerk-mean()-X" -0.991782158076923
27 "LAYING" "fBodyAccJerk-mean()-X" -0.641991780991611
28 "LAYING" "fBodyAccJerk-mean()-X" -0.686723799059424
29 "LAYING" "fBodyAccJerk-mean()-X" -0.629875853152035
30 "LAYING" "fBodyAccJerk-mean()-X" -0.685307771157441
2 "WALKING" "fBodyAccJerk-mean()-X" -0.561682049622185
4 "WALKING" "fBodyAccJerk-mean()-X" -0.717973724971649
4 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.548003358486179
9 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.621377141312847
10 "WALKING_UPSTAIRS" "fBodyAccJerk-mean()-X" -0.978120306166667
10 "WALKING_DOWNSTAIRS" "fBodyAccJerk-mean()-X" -0.436761689484615
